SampleID,year,region,site,meso_quadrat_id,host_type,sample_type,survey_type,ASV2,ASV4,ASV6,ASV8,ASV18,ASV28,ASV34,ASV41,ASV46,ASV49,ASV53,ASV56,ASV60,ASV61,ASV64,ASV73,ASV75,ASV80,ASV88,ASV99,ASV108,ASV110,ASV111,ASV112,ASV125,ASV127,ASV130,ASV131,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV177,ASV180,ASV193,ASV201,ASV203,ASV222,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV253,ASV254,ASV271,ASV286,ASV287,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV327,ASV343,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV528,ASV550,ASV553,ASV562,ASV564,ASV566,ASV575,ASV581,ASV589,ASV607,ASV609,ASV616,ASV630,ASV639,ASV642,ASV645,ASV673,ASV682,ASV685,ASV689,ASV692,ASV693,ASV720,ASV725,ASV732,ASV750,ASV756,ASV760,ASV779,ASV785,ASV792,ASV794,ASV800,ASV801,ASV804,ASV840,ASV843,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV923,ASV924,ASV942,ASV962,ASV965,ASV1008,ASV1039,ASV1041,ASV1046,ASV1050,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1192,ASV1196,ASV1219,ASV1236,ASV1263,ASV1294,ASV1344,ASV1361,ASV1373,ASV1374,ASV1381,ASV1388,ASV1393,ASV1417,ASV1419,ASV1433,ASV1439,ASV1440,ASV1443,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1566,ASV1570,ASV1592
waterPBPa16,2016,pruth,pruth_pocket,na,seawater,seawater,meso_quadrat,0,0,0,51,70,66,0,0,10,0,0,0,129,0,12,0,0,0,0,5,0,25,0,61,4,0,14,0,0,0,0,290,19,11,0,0,0,17,20,0,8,7,0,0,0,11,35,0,6,0,0,0,0,22,0,0,0,0,6,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,24,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
waterPBPA18,2018,pruth,pruth_pocket,1,seawater,seawater,meso_quadrat,6,6,0,0,30,0,0,149,0,0,0,6,125,534,0,0,28,0,0,0,6,28,0,0,0,0,0,0,0,0,0,33,0,15,0,0,9,0,0,0,0,0,6,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBPB17,2017,pruth,pruth_pocket,2,seawater,seawater,meso_quadrat,5,0,0,0,0,0,0,90,0,0,0,7,19,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBPB18,2018,pruth,pruth_pocket,2,seawater,seawater,meso_quadrat,1,13,0,321,11,2,22,180,0,0,0,14,72,73,5,1,68,0,0,0,2,70,0,0,0,1,1,0,0,0,0,26,0,15,0,15,12,0,0,0,0,1,11,0,0,0,18,0,2,11,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBPC17,2017,pruth,pruth_pocket,3,seawater,seawater,meso_quadrat,0,0,0,255,21,0,0,210,0,0,0,0,4,92,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,229,3,22,0,0,14,0,0,0,0,0,0,0,0,0,0,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,5,0,4,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBPC18,2018,pruth,pruth_pocket,3,seawater,seawater,meso_quadrat,7,15,0,15,17,0,13,202,0,0,0,36,55,286,0,0,146,0,0,0,0,38,0,4,7,0,0,0,0,0,0,14,2,75,0,1,21,0,0,0,0,6,6,0,0,0,4,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBPd16,2016,pruth,pruth_pocket,na,seawater,seawater,meso_quadrat,0,0,0,26,53,67,1,23,15,0,28,0,97,70,19,0,2,0,2,1,0,56,0,39,2,0,7,8,0,0,0,278,16,0,0,0,0,7,3,0,7,5,6,0,0,0,7,1,25,0,0,0,0,7,0,0,0,0,5,13,0,0,13,0,2,0,0,0,10,0,0,1,0,0,0,0,1,14,12,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,9,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3
waterPBPE18,2018,pruth,pruth_pocket,5,seawater,seawater,meso_quadrat,4,0,0,65,7,0,0,147,0,0,0,27,36,2,0,0,133,0,0,0,0,471,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,40,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBSA18,2018,pruth,pruth_bay_south,1,seawater,seawater,meso_quadrat,3,2,0,45,0,0,0,253,0,0,0,0,145,18,0,0,98,0,5,0,0,18,0,0,0,0,0,0,0,0,126,59,2,7,0,0,0,0,0,0,0,0,35,0,0,0,35,9,6,9,0,8,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,15,0,12,12,0,0,0,0,0,0,0,0,0,0,4,0,0,28,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBSc16,2016,pruth,pruth_bay_south,na,seawater,seawater,meso_quadrat,0,0,0,308,57,10,0,7,0,0,196,0,27,5,13,0,7,0,0,0,0,52,0,43,6,0,1,38,0,0,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,11,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,2,0,0,0,0,0,7,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
waterPBSC18,2018,pruth,pruth_bay_south,3,seawater,seawater,meso_quadrat,1,14,0,276,9,3,58,170,1,0,5,0,97,123,7,0,43,0,1,0,0,29,0,1,0,0,4,0,0,1,37,46,4,0,0,0,0,5,1,0,0,1,9,0,0,0,10,4,4,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterPBSE18,2018,pruth,pruth_bay_south,5,seawater,seawater,meso_quadrat,0,4,0,2,0,0,0,369,0,0,0,0,227,78,13,0,139,0,5,0,1,6,0,0,0,0,0,0,0,0,0,14,0,2,0,0,18,0,0,0,0,1,28,0,0,0,4,4,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNa16,2016,triquet,triquet_north,3,seawater,seawater,meso_quadrat,97,6,0,40,233,20,0,205,0,1,10,0,70,0,9,0,12,0,6,19,1,72,0,12,22,6,0,0,0,0,0,7,8,15,0,0,4,2,1,0,0,5,29,0,0,3,31,0,17,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNA17,2017,triquet,triquet_north,1,seawater,seawater,meso_quadrat,0,0,0,0,0,0,0,700,0,0,0,0,62,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,17,0,0,5,0,0,0,93,1,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNA18,2018,triquet,triquet_north,1,seawater,seawater,meso_quadrat,71,13,0,89,6,0,5,147,1,1,0,0,35,38,0,0,11,0,5,0,2,21,0,3,0,2,0,1,0,0,0,45,0,81,0,0,11,1,3,0,0,0,53,0,0,0,94,138,7,5,5,14,16,1,0,11,0,1,0,1,0,0,3,0,0,0,0,0,23,0,0,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNb,2015,triquet,triquet_north,3,seawater,seawater,meso_quadrat,12,0,0,1,243,6,0,35,0,0,0,2,65,179,0,0,50,0,0,0,4,22,0,9,174,0,0,0,0,0,2,11,0,18,0,0,27,0,0,0,0,4,13,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,52,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNb16,2016,triquet,triquet_north,2,seawater,seawater,meso_quadrat,2,29,0,1,33,63,0,73,0,0,23,0,153,11,13,0,3,0,0,16,1,67,0,32,28,0,19,15,0,0,0,35,46,2,0,0,4,12,12,0,0,3,48,0,0,72,22,0,45,0,3,5,0,4,0,3,0,0,9,6,0,0,11,0,3,0,0,0,3,0,1,0,3,0,1,0,6,23,3,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
waterTQNB17,2017,triquet,triquet_north,2,seawater,seawater,meso_quadrat,0,176,0,0,0,0,0,579,0,0,0,0,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,99,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNB18,2018,triquet,triquet_north,2,seawater,seawater,meso_quadrat,41,30,0,148,0,0,0,122,0,0,0,2,31,57,0,0,52,0,7,1,0,14,0,0,1,2,0,0,0,0,2,8,1,71,0,3,3,0,0,0,0,1,27,0,0,0,36,146,6,10,0,12,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,132,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNd16,2016,triquet,triquet_north,1,seawater,seawater,meso_quadrat,5,40,0,5,27,98,0,72,0,0,21,0,120,5,30,0,3,0,0,14,1,0,0,33,4,0,3,6,0,0,1,30,80,6,0,0,2,8,8,0,0,3,48,0,0,0,47,0,95,0,5,6,0,2,0,0,0,0,12,3,0,0,18,0,3,0,2,0,0,0,0,2,4,0,1,0,7,24,2,0,0,4,0,2,0,0,61,3,0,0,0,2,0,0,0,5,3,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
waterTQND18,2018,triquet,triquet_north,4,seawater,seawater,meso_quadrat,0,96,0,10,6,0,0,132,0,3,10,0,99,188,5,0,26,0,0,0,0,19,2,0,15,0,5,7,0,0,0,41,2,45,0,0,8,2,1,0,0,0,8,0,0,0,46,77,0,0,1,22,56,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNe16,2016,triquet,triquet_north,5,seawater,seawater,meso_quadrat,26,25,0,63,26,38,0,82,0,0,86,0,103,12,29,0,12,0,1,34,0,0,0,21,40,0,11,8,0,0,0,25,82,7,0,0,8,9,2,1,1,4,38,0,0,0,27,4,60,0,4,6,0,4,0,0,0,0,5,10,0,0,9,0,4,0,0,0,0,0,0,1,9,0,0,0,4,19,0,5,1,0,0,1,0,0,2,1,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
waterTQNE17,2017,triquet,triquet_north,4,seawater,seawater,meso_quadrat,0,272,0,0,0,0,0,461,0,0,0,0,56,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,27,0,0,10,0,0,0,90,0,39,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSa,2015,triquet,triquet_south,3,seawater,seawater,meso_quadrat,59,78,0,192,39,3,0,67,0,62,0,0,50,100,0,0,18,0,0,1,0,0,0,3,72,0,0,0,0,0,0,3,0,12,0,0,17,0,0,0,1,1,9,0,0,0,106,6,4,14,0,1,18,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSa16,2016,triquet,triquet_south,1,seawater,seawater,meso_quadrat,0,9,0,51,15,109,0,133,0,0,33,0,135,0,22,4,0,0,3,5,0,0,0,22,0,0,0,0,0,0,0,40,81,15,0,0,1,5,14,0,0,8,60,0,0,19,73,0,53,0,4,20,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,3,0,10,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
waterTQSA18,2018,triquet,triquet_south,1,seawater,seawater,meso_quadrat,9,81,19,116,0,0,5,191,0,0,0,0,103,0,246,0,8,0,9,0,0,12,0,0,10,0,0,0,0,0,0,8,0,58,0,0,16,0,0,0,3,0,26,0,0,0,22,17,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
waterTQSb,2015,triquet,triquet_south,1,seawater,seawater,meso_quadrat,62,0,0,4,15,0,0,65,0,65,4,0,125,31,95,0,48,0,0,0,0,31,0,4,19,0,0,0,0,0,0,0,0,16,0,0,34,0,0,0,0,9,17,0,0,0,146,0,13,21,0,0,49,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSb16,2016,triquet,triquet_south,2,seawater,seawater,meso_quadrat,0,34,0,28,119,114,0,104,0,5,20,0,132,16,19,0,9,1,3,6,0,8,0,15,71,0,2,6,0,0,0,26,52,2,0,0,0,4,1,0,0,1,24,0,0,0,39,8,31,0,0,0,5,2,0,0,0,0,7,3,0,0,3,0,2,0,0,0,0,0,1,7,6,0,0,0,7,13,1,23,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSB17,2017,triquet,triquet_south,1,seawater,seawater,meso_quadrat,2,31,0,2,0,0,0,11,0,847,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,6,0,0,37,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
waterTQSB18,2018,triquet,triquet_south,2,seawater,seawater,meso_quadrat,46,15,0,26,9,0,2,119,0,0,0,0,80,62,217,0,20,0,3,0,0,0,0,5,0,1,0,0,0,0,0,8,0,28,0,0,14,0,0,0,0,9,5,0,0,0,24,179,4,0,64,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSc,2015,triquet,triquet_south,2,seawater,seawater,meso_quadrat,89,163,0,36,57,5,0,82,0,45,12,0,32,58,27,7,49,0,6,0,0,9,0,2,54,4,0,0,0,0,0,0,0,39,0,3,26,0,0,0,2,7,3,0,0,0,98,2,2,12,0,0,13,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,18,0,4,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSc16,2016,triquet,triquet_south,3,seawater,seawater,meso_quadrat,1,2,0,21,15,74,0,73,0,1,39,0,171,9,28,1,10,0,2,25,0,2,0,36,2,0,14,21,0,0,0,74,81,1,0,0,0,21,12,0,0,1,40,0,0,0,16,0,59,4,16,7,4,3,1,0,0,0,17,8,0,0,6,0,0,0,0,0,0,0,1,2,2,0,0,0,9,25,4,0,0,1,0,1,0,0,1,1,0,0,0,4,0,0,0,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
waterTQSC17,2017,triquet,triquet_south,3,seawater,seawater,meso_quadrat,0,197,0,2,0,0,0,19,0,723,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSC18,2018,triquet,triquet_south,3,seawater,seawater,meso_quadrat,0,16,8,331,0,0,0,273,0,0,0,0,31,0,12,0,14,0,0,0,0,19,0,0,16,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,22,0,0,0,0,12,60,28,0,0,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQSd16,2016,triquet,triquet_south,4,seawater,seawater,meso_quadrat,4,3,0,2,19,101,0,102,0,15,6,0,165,0,43,0,0,0,1,2,0,0,0,16,2,0,0,0,0,0,0,43,79,7,0,0,0,0,0,0,5,6,49,0,0,0,53,124,66,8,1,4,7,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,3,1,9,0,0,0,3,11,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
