SampleID,year,region,site_quadrat_id,site,host_type,survey_type,sample_type,meso_quadrat_id,ASV2,ASV4,ASV6,ASV8,ASV16,ASV18,ASV19,ASV28,ASV34,ASV35,ASV41,ASV46,ASV49,ASV53,ASV56,ASV61,ASV64,ASV73,ASV75,ASV80,ASV99,ASV108,ASV110,ASV111,ASV112,ASV127,ASV130,ASV131,ASV137,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV180,ASV183,ASV193,ASV201,ASV203,ASV222,ASV223,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV252,ASV253,ASV254,ASV271,ASV286,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV331,ASV343,ASV350,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV550,ASV553,ASV564,ASV575,ASV581,ASV589,ASV605,ASV607,ASV609,ASV630,ASV638,ASV639,ASV642,ASV645,ASV673,ASV682,ASV684,ASV685,ASV689,ASV692,ASV693,ASV720,ASV750,ASV756,ASV760,ASV785,ASV788,ASV792,ASV794,ASV800,ASV801,ASV804,ASV835,ASV840,ASV843,ASV863,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV922,ASV924,ASV942,ASV965,ASV1008,ASV1034,ASV1039,ASV1041,ASV1046,ASV1050,ASV1072,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1179,ASV1192,ASV1196,ASV1219,ASV1236,ASV1249,ASV1263,ASV1294,ASV1344,ASV1361,ASV1362,ASV1373,ASV1374,ASV1393,ASV1417,ASV1419,ASV1422,ASV1439,ASV1440,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1557,ASV1566,ASV1570,ASV1589,ASV1592
ZosTQSoldB17,2017,triquet,triquet_south_1,triquet_south,zostera,meso_quadrat,leaf_old,1,292,0,0,20,161,0,0,0,0,0,2,0,3,0,0,0,0,41,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldB18,2018,triquet,triquet_south_2,triquet_south,zostera,meso_quadrat,leaf_old,2,89,0,0,44,232,0,90,0,155,0,0,8,0,0,0,1,16,0,0,0,3,4,0,1,0,3,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldC,2015,triquet,triquet_south_4,triquet_south,zostera,meso_quadrat,leaf_old,4,16,0,0,53,548,33,0,0,0,0,1,0,1,0,0,18,0,6,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ZosTQSoldC16,2016,triquet,triquet_south_8,triquet_south,zostera,meso_quadrat,leaf_old,8,287,59,0,4,12,230,48,0,16,158,16,0,2,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldC17,2017,triquet,triquet_south_3,triquet_south,zostera,meso_quadrat,leaf_old,3,132,0,0,10,170,0,11,0,0,0,0,0,28,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,20,0,0,0,0,2,0,18,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldC18,2018,triquet,triquet_south_3,triquet_south,zostera,meso_quadrat,leaf_old,3,112,0,0,3,24,14,17,0,101,65,24,3,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldD,2015,triquet,triquet_south_3,triquet_south,zostera,meso_quadrat,leaf_old,3,11,0,0,5,664,41,0,0,0,5,12,0,0,0,0,6,0,43,0,0,8,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ZosTQSoldD16,2016,triquet,triquet_south_9,triquet_south,zostera,meso_quadrat,leaf_old,9,557,0,0,51,1,12,26,0,43,15,8,0,0,0,0,0,0,1,0,9,3,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldD18,2018,triquet,triquet_south_4,triquet_south,zostera,meso_quadrat,leaf_old,4,0,0,0,671,34,0,0,0,0,0,0,8,0,0,0,4,0,4,0,0,2,4,0,55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ZosTQSoldE16,2016,triquet,triquet_south_5,triquet_south,zostera,meso_quadrat,leaf_old,5,437,0,0,7,10,60,41,0,39,27,3,0,0,4,1,0,26,5,0,3,15,0,0,0,0,7,0,0,3,0,0,0,0,2,1,0,7,0,0,0,0,0,0,1,0,0,0,0,4,0,11,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldE18,2018,triquet,triquet_south_5,triquet_south,zostera,meso_quadrat,leaf_old,5,5,0,1,18,162,2,1,0,1,0,15,2,0,0,0,0,0,7,0,0,0,4,0,10,0,2,0,0,0,1,10,1,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldF16,2016,triquet,triquet_south_6,triquet_south,zostera,meso_quadrat,leaf_old,6,750,0,0,0,3,3,65,0,48,0,31,0,0,4,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldF18,2018,triquet,triquet_south_6,triquet_south,zostera,meso_quadrat,leaf_old,6,133,0,3,74,192,3,2,0,10,1,9,3,0,0,0,0,0,4,0,0,1,0,0,0,0,7,0,0,2,2,5,12,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,1,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldG16,2016,triquet,triquet_south_1,triquet_south,zostera,meso_quadrat,leaf_old,1,350,11,0,1,1,216,26,0,26,125,3,0,2,8,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldH16,2016,triquet,triquet_south_3,triquet_south,zostera,meso_quadrat,leaf_old,3,492,0,0,4,4,100,8,0,52,79,23,0,2,3,0,1,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,7,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSolEE17,2017,triquet,triquet_south_5,triquet_south,zostera,meso_quadrat,leaf_old,5,11,0,0,6,198,0,0,0,0,0,0,7,11,0,0,0,0,150,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
